year	i	full_name	gender	affiliation_ror	affiliation_url	affiliation_ccode	affiliation_cname
2019	1ae830acc36cabc86c17c365ac6369a8	Marc Guinjoan	male	Autonomous University of Barcelona	https://ror.org/052g8jq94	ES	Spain
2019	d7e2d78d1e09dfc3e7509dde174ad1af	Guillem Rico	male	Autonomous University of Barcelona	https://ror.org/052g8jq94	ES	Spain
2019	bfdc506f5d68a93c3cf46a07f826b974	Bernhard Weßels	male	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
2019	7da12d6e997d50ee4faac033415d7d4a	Heiko Giebler	male	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
2019	5c75c597b3a311586b94b3c88586d6ae	Constanza Sanhueza Petrarca	female	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
2019	50ed39f13814d9f3ec7d7a7f0c2d31da	Arndt Leininger	male	Freie Universität Berlin	https://ror.org/046ak2485	DE	Germany
2019	bef291d1e305ea922d48852e2826be84	Abraham Ritov	male	Hebrew University of Jerusalem	https://ror.org/03qxff017	IL	Israel
2019	61e93db7dc82efa08eb0fe0cfd264c51	Valentin Berger	male	University of Bamberg	https://ror.org/01c1w6d29	DE	Germany
2019	0c64b9ec861eafcd6c561650e9750943	Ilona Lahdelma	female	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
2019	6757bca19f70b823a08dc38b93c40cbe	Christopher Williams	male	University of Arkansas at Little Rock	https://ror.org/04fttyv97	US	United States
2019	dd4663ddf8342103499744d26c18f861	Sophia Hunger	female	European University Institute	https://ror.org/0031wrj91	IT	Italy
2019	e576046df07daec9b588cc22d24160bd	Michael Bechtel	male	Washington University in St. Louis	https://ror.org/01yc7t268	US	United States
2019	f88ba0a2602a5a648e68536ef07417c3	Federica Genovese	female	University of Essex	https://ror.org/02nkf1q06	GB	United Kingdom
2019	0f7cc89bdd89ff49f71e6f44491c82ba	Yixian Sun	female	Yale University	https://ror.org/03v76x132	US	United States
2019	8104a04668eea803b1afc4b5fbedf4f2	Michael Wicki	male	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
2019	6c5f559e2452b66fbc3c47b23d87f38d	Lukas Fesenfeld	male	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
2019	f6a3d40e2f354dd4b4d24f4614ff7362	Thomas Bernauer	male	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
2019	74ba4249bd671875463199a4c45c223c	John Kenny	male	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
2019	e1a9d1d60b7ee481a22cfb5e2f7e2669	Angélica Serrano	female	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
2019	69485242d05441dad305a39783abaf7e	Dennis Kolcava	male	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
2019	4840da4b97ef279fca20b2051e818017	Lukas Rudolph	male	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
2019	e07a249e52c449f2693023af05846e22	Asli Cansunar	female	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
2019	707e6dfe6a26fd3a18a2e9907aa28893	Amy (Yunyu) Chiang	female	University of Pittsburgh	https://ror.org/01an3r305	US	United States
2019	80e729a42f7378258813d68b35e7ff29	Francesc Amat	male	University of Barcelona	https://ror.org/021018s57	ES	Spain
2019	fc47b42fa78bdb669a5801aa5d6e461e	David Szakonyi	male	George Washington University	https://ror.org/00y4zzh67	US	United States
2019	787debbc06212267c4b85f75ad782e9a	Georgiy Syunyaev	male	Columbia University	https://ror.org/00hj8s172	US	United States
2019	0be1c588a6ff70043dc9640c9dde3a90	Noah Buckley	male	New York University Abu Dhabi	https://ror.org/00e5k0821	AE	United Arab Emirates
2019	57a140b766e4d8567170bd5736e3d397	Katerina Tertytchnaya	female	University College London	https://ror.org/02jx3x895	GB	United Kingdom
2019	682d1b9375d9937c4634882b090cf244	David Marshall	male	University of Reading	https://ror.org/05v62cm79	GB	United Kingdom
2019	23ddd883b75a8f93c7ad981e0a3f3a9d	Katharina Pfaff	female	University of Vienna	https://ror.org/03prydq77	AT	Austria
2019	b49bfdf08837a06100cb4ab83aa74bc4	Vicente Valentim	male	European University Institute	https://ror.org/0031wrj91	IT	Italy
2019	a6ea175077e5c31a163dabb32baf0bd2	Jan Fałkowski	male	University of Warsaw	https://ror.org/039bjqg32	PL	Poland
2019	c8c961392b1ae5e3670f292ffc08b2c8	Przemysław Kurek	male	University of Warsaw	https://ror.org/039bjqg32	PL	Poland
2019	6a33835e50bef4545868f7df7604fc40	Michael Jankowski	male	Carl von Ossietzky University of Oldenburg	https://ror.org/033n9gh91	DE	Germany
2019	c9b9fcd5dc7336754668b1bf13909a40	Annabelle Wittels	female	University College London	https://ror.org/02jx3x895	GB	United Kingdom
2019	731b1e7c65c63a3a4da223c24e385aeb	Tilko Swalve	male	University of Mannheim	https://ror.org/031bsb921	DE	Germany
2019	813ac2373c0d0d9d1238b826ccb1e3cd	Joan-Josep Vallbé	male	University of Barcelona	https://ror.org/021018s57	ES	Spain
2019	d68cb312449c3d081e74f6668609a582	Susumu Shikano	male	University of Konstanz	https://ror.org/0546hnb39	DE	Germany
2019	c31303fb97b3822a41d37b8562083505	Markus Tepe	male	Carl von Ossietzky University of Oldenburg	https://ror.org/033n9gh91	DE	Germany
2019	6c490733351a41f4fb8a436936c56889	Maximilian Lutz	male	Carl von Ossietzky University of Oldenburg	https://ror.org/033n9gh91	DE	Germany
2019	970dbe6be5fc899b1b7624ef3bbe7e4e	Rachel McLellan	female	Princeton University	https://ror.org/00hx57361	US	United States
2019	a7c2225c299b21fd4490d27dec0c58fb	Vanessa Alexandra Boese	female	Humboldt-Universität zu Berlin	https://ror.org/01hcx6992	DE	Germany
2019	30c71d42b6c9c16ae509323e61e3c503	Håvard Strand	male	Peace Research Institute	https://ror.org/04dx54y73	NO	Norway
2019	167fa57ef9c1f5162c026da5c3ba49ed	Carl Henrik Knutsen	male	University of Oslo	https://ror.org/01xtthb56	NO	Norway
2019	57e28093cf1057d60714feb8c626c705	Håvard Mokleiv Nygård	male	Peace Research Institute	https://ror.org/04dx54y73	NO	Norway
2019	8e2faeb85bae4ae9039ba98a65de737c	Ruth Carlitz	female	University of Gothenburg	https://ror.org/01tm6cn81	SE	Sweden
2019	8be8a18492d2ae000b2a6a134b031bf7	Rachael McLellan	female	Princeton University	https://ror.org/00hx57361	US	United States
2019	7a3ece2c5da9edca47b8ee2b50c52566	Matthew Charles Wilson	male	University of South Carolina	https://ror.org/02b6qw903	US	United States
2019	3026ce091880076ff7363d1190d12683	Emmy Lindstam	female	University of Mannheim	https://ror.org/031bsb921	DE	Germany
2019	925018a948fc96402045b42d5d71533b	Frank-Borge Wietzke	unknown	Institut Barcelona d'Estudis Internacionals	https://ror.org/05rke5d69	ES	Spain
2019	936c5fcece1aa474145c7f89ba46a96d	Shardul Vaidya	male	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
2019	051e9c344cb7dc09a3ec1a4b40747067	Yannick Pengl	male	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
2019	84982863d942b2dfd23c72fd63981311	Philip Roessler	male	William & Mary	https://ror.org/03hsf0573	US	United States
2019	7e20f3578278cf59e4b21c454a7906d7	Jeffrey Conroy-Krutz	male	Michigan State University	https://ror.org/05hs6h993	US	United States
2019	995281ac723a2b4f715275e32f7a1522	Christian Houle	male	Michigan State University	https://ror.org/05hs6h993	US	United States
2019	ccaa438a9b2b7347607dc968ec46366e	Paul Kenny	male	Australian National University	https://ror.org/019wvm592	AU	Australia
2019	50161b1cc19d1f8681ddeec50f563072	Nicolas Bichay	male	Michigan State University	https://ror.org/05hs6h993	US	United States
2019	4c5d187b6106a7d3e34482f44512832a	Mathieu Turgeon	male	Western University	https://ror.org/02grkyz14	CA	Canada
2019	0f2edc3e3736a869b2e49f0892ec30c8	Philip Habel	male	University of South Alabama	https://ror.org/01s7b5y08	US	United States
2019	cf514faac9adbce38fb6ec3e34cb0b4f	Benjamin Laughlin	male	University of Pennsylvania	https://ror.org/00b30xv10	US	United States
2019	ee890d1ab1d60e59d10356c3bb93d466	Eva Wegner	female	University College Dublin	https://ror.org/05m7pjf47	IE	Ireland
2019	161a44917df8fbdaf8c0ca9a3313c5e3	Markus Bayer	male	University of Duisburg-Essen	https://ror.org/04mz5ra38	DE	Germany
2019	204a99cf84683e4ef3ab51885555901e	Anjali Thomas Bohlken	female	Georgia Institute of Technology	https://ror.org/01zkghx44	US	United States
2019	0e6841a357a786b3cbbf91d2592e3385	Jonathan Darsey	male	Georgia Institute of Technology	https://ror.org/01zkghx44	US	United States
2019	14f14dc15a235f2ef4aa45c734e9ffef	Constantine Boussalis	male	Trinity College Dublin	https://ror.org/02tyrky19	IE	Ireland
2019	f1d3d195333aac13c53f305f5f4ed3fe	Berna Öney	female	Carl von Ossietzky University of Oldenburg	https://ror.org/033n9gh91	DE	Germany
2019	f2ae32c8785c2465b4bf74c6c7092b41	Alejandro Quiroz Flores	male	University of Essex	https://ror.org/02nkf1q06	GB	United Kingdom
2019	db0878fc250f605a97915559d2e9e94e	Conrad Ziller	male	University of Cologne	https://ror.org/00rcxh774	DE	Germany
2019	2a77aa0c312c3935328ca370f96d84c1	Marc Helbling	male	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
2019	6f93093fd8e3b23cd565bfe1c17f552c	Anna Schultz	female	University of Pennsylvania	https://ror.org/00b30xv10	US	United States
2019	f2b2688a22a27cefd014a91d5a579ba7	Donghyun Danny Choi	male	University of Pennsylvania	https://ror.org/00b30xv10	US	United States
2019	d6b9625d8d3a59ecedd5558ea9ef3821	Véronique Wavre	female	University of St. Gallen	https://ror.org/0561a3s31	CH	Switzerland
2019	f9ad083bc621dee0485bb1b6ab383995	Tina Freyburg	female	University of St. Gallen	https://ror.org/0561a3s31	CH	Switzerland
2019	599bcbcdd96d193d4833a6191ac43c88	Lisa Garbe	female	University of St. Gallen	https://ror.org/0561a3s31	CH	Switzerland
2019	1d1b6c5675cfcd06701fe8572f5f2bfc	Amanda Clayton	female	Vanderbilt University	https://ror.org/02vm5rt34	US	United States
2019	cd34b9d5fca98e265d363a1966c2975d	Philippa Fernandes	female	Durham University	https://ror.org/01v29qb04	GB	United Kingdom
2019	4efc9d5f87d1c874f823271d9cf06a6d	Patrick Kuhn	male	Durham University	https://ror.org/01v29qb04	GB	United Kingdom
2019	fab683b4867d7f2be229582b765cd261	Natascha Neudorfer	female	University of Birmingham	https://ror.org/03angcq70	GB	United Kingdom
2019	dde436caa2683129a454beeb8a094ed9	Tanushree Goyal	female	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
2019	bfb549bacb5be9b1a0f4d577bfeb01f8	Zain Chaudhry	male	Heidelberg University	https://ror.org/038t36y30	DE	Germany
2019	3c922eb8f98f3f61ce7628a0e66b228a	Karrar Hussain	male	Lahore University of Management Sciences	https://ror.org/05b5x4a35	PK	Pakistan
2019	a39e7e230c667b251f0fc85749a408fa	Muhammad Yasir Khan	male	University of California, Berkeley	https://ror.org/01an7q238	US	United States
2019	eebd4f0009893f45fab1a4b4ded0d243	Ferran Martinez i Coma	male	Griffith University	https://ror.org/02sc3r913	AU	Australia
2019	aee282e7298295565c3e03a4c56f6891	Ursula Daxecker	female	University of Amsterdam	https://ror.org/04dkp9463	NL	Netherlands
2019	5daa759d284437ed0b8b84e238a87091	Mascha Rauschenbach	female	German Institute for Development Evaluation	https://ror.org/04tmban63	DE	Germany
2019	f2a0c0d9064eb520510d2c8e8bb8c910	Inken von Borzyskowski	female	Florida State University	https://ror.org/05g3dte14	US	United States
2019	b5764c3f8dd2c45549f7066077f34a87	Burcu Savun	female	University of Pittsburgh	https://ror.org/01an3r305	US	United States
2019	92e544a007ff9096ccc1ef74a2c3d198	Daniela Donno	female	University of Cyprus	https://ror.org/02qjrjx09	CY	Cyprus
2019	f150c444162b4c376d33d3209aba1346	Kelly Morrison	female	University of Pittsburgh	https://ror.org/01an3r305	US	United States
2019	efefcb13d5984a56572919e0cb1dcd46	Merete Bech Seeberg	female	Aarhus University	https://ror.org/01aj84f44	DK	Denmark
2019	0a8af75dae4f07683fe9a7d7c65b6822	Michael Wahman	male	Michigan State University	https://ror.org/05hs6h993	US	United States
2019	6d510a85b16c8ae0f59f60fc0d8d2b12	Joan-Josep Vallbe	male	University of Barcelona	https://ror.org/021018s57	ES	Spain
2019	aa707512ba79856acd25967444123a6b	Jean Lacroix	male	Université Libre de Bruxelles	https://ror.org/01r9htc13	BE	Belgium
2019	f0be18b8d84d985579319674837e7ba8	Benjamin G. Engst	male	University of Mannheim	https://ror.org/031bsb921	DE	Germany
2019	519ec93c639b3243e65bf5d23ca55382	Thomas Gschwend	male	University of Mannheim	https://ror.org/031bsb921	DE	Germany
2019	4f959db66731afabe7277ce9201ff5d9	Sylvain Brouard	male	Sciences Po	https://ror.org/05fe7ax82	FR	France
2019	e37905142035f92b7ef3c9c174724dbd	Christoph Hönnige	male	Leibniz University Hannover	https://ror.org/0304hq317	DE	Germany
2019	a883b7fe1068caf559be54e3efdc387c	Patrick Le Bihan	male	Sciences Po	https://ror.org/05fe7ax82	FR	France
2019	969c7edb2e15e1c50cdb5af1a010ae1e	Yuleng Zeng	male	University of South Carolina	https://ror.org/02b6qw903	US	United States
2019	b4bbff297071c330e935fccc92532c56	Brad Epperly	male	University of South Carolina	https://ror.org/02b6qw903	US	United States
2019	3e78fc401b718fd0704bed19279c42c0	Jay Krehbiel	male	West Virginia University	https://ror.org/011vxgd24	US	United States
2019	64a1689f903cf1db4549f76bfaa0bdd7	Sebastian Sternberg	male	University of Mannheim	https://ror.org/031bsb921	DE	Germany
2019	e57234786e4218683499d1cb9ed05e09	Michael Laver	male	New York University	https://ror.org/0190ak572	US	United States
2019	d455cd01df2db8304ae30a4de8fcb543	Kenneth Benoit	male	London School of Economics and Political Science	https://ror.org/0090zs177	GB	United Kingdom
2019	78642e0c81021d4b2b46d008e6c225b2	Randolph Stevenson	male	Rice University	https://ror.org/008zs3103	US	United States
2019	25924382fecd9f82ff4b733f8d1c7aa8	Seonghui Lee	female	University of Essex	https://ror.org/02nkf1q06	GB	United Kingdom
2019	deea1e54e0043cf0607e370ea6845843	Nick Lin	male	Academia Sinica	https://ror.org/05bxb3784	TW	Taiwan
2019	c6b34d5a3d11473ab83b753ea5d3a817	Sebastian Schneider	male	German Institute for Development Evaluation	https://ror.org/04tmban63	DE	Germany
2019	c8ff01e2c7624225fa13d90e448c3b51	Jesper Lindqvist	male	University College Dublin	https://ror.org/05m7pjf47	IE	Ireland
2019	0c5a4474fa22d5105939264d5019e287	Laron Williams	male	University of Missouri	https://ror.org/02ymw8z06	US	United States
2019	2048321e578f76bba856405e4ca4eaf5	David Fortunato	male	Texas A&M University	https://ror.org/01f5ytq51	US	United States
2019	82c228cf525a66267ea3ee03e509e729	Alexander Baturo	male	Dublin City University	https://ror.org/04a1a1e81	IE	Ireland
2019	bfd7ca02b7d8f276505b59f57b11a3b8	Sebastian Ziaja	male	German Development Institute	https://ror.org/01t3zke88	DE	Germany
2019	ba68fc3ce9bd7ecefe7a04a980b0fdd4	Christopher Claassen	male	University of Glasgow	https://ror.org/00vtgdb53	GB	United Kingdom
2019	279a2ca35d35d55da09fdc50c22e188c	Adam Lauretig	male	The Ohio State University	https://ror.org/00rs6vg23	US	United States
2019	1db81307cf73898dc016734975cd65d3	Jan Pierskalla	male	The Ohio State University	https://ror.org/00rs6vg23	US	United States
2019	23d4d83900849ba10fcf2a1c866131fe	Drew Rosenberg	male	The Ohio State University	https://ror.org/00rs6vg23	US	United States
2019	01c42d5a115d9d8d9d0b4cdae94a2b40	Audrey Sacks	female	World Bank	https://ror.org/00ae7jd04	US	United States
2019	5393b8cb015bd27b66a1cfc76c1985b5	Gudmund Horn Hermansen	male	BI Norwegian Business School	https://ror.org/03ez40v33	NO	Norway
2019	f5c964a56dace67519a8f09933616785	Huangting Yan	female	University of Essex	https://ror.org/02nkf1q06	GB	United Kingdom
2019	657f6142d28d259328c2515fb95f556e	Catarina Leão	female	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
2019	3fb927be2c39d0c883d303d22273f441	Dalston Ward	male	ETH Zurich	https://ror.org/05a28rw58	CH	Switzerland
2019	35fa3c6efc4f4089290487be44105411	Max Schaub	male	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
2019	d40aa16597d1c4cf7f4fa1f90988dd1c	Anthony Kevins	male	Utrecht University	https://ror.org/04pp8hn57	NL	Netherlands
2019	35b69ef958f3addd2df8fb32f257e0f6	Naomi Lightman	female	University of Calgary	https://ror.org/03yjb2x39	CA	Canada
2019	b864cf9f2f357b76367470bd7598b9b2	Yiqian (Alice) Wang	male	Stanford University	https://ror.org/00f54p054	US	United States
2019	9aa37e2380e74d8c3e351edf9d88c3b5	Cassilde Schwartz	female	Royal Holloway University of London	https://ror.org/04g2vpn86	GB	United Kingdom
2019	6d6826ee1f434dcc56d163ca5804dade	Miranda Simon	female	University College London	https://ror.org/02jx3x895	GB	United Kingdom
2019	aeb1bb6431bb9b0cccf29347a5d5af48	David Hudson	male	University of Birmingham	https://ror.org/03angcq70	GB	United Kingdom
2019	63674d9efec42650b851ae059b691692	Jennifer Hudson	female	University College London	https://ror.org/02jx3x895	GB	United Kingdom
2019	cce60d2f18ad02f638cecb2e1b1eacd4	Theresa Gessler	female	European University Institute	https://ror.org/0031wrj91	IT	Italy
2019	8420d5c6b0a47b1506668cba70647b8a	Johanna Gereke	female	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
2019	ad844a48fe2b4efb7725f241685fa820	Delia Baldassarri	female	New York University	https://ror.org/0190ak572	US	United States
2019	386c2ce9b0bb2bcddd724791dafbdda8	Anthony McGann	male	University of Strathclyde	https://ror.org/00n3w3b69	GB	United Kingdom
2019	5a2248a0c7c415fb1d8e17821ea83f5b	Spyros Kosmidis	male	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
2019	a3fd53db5c380a7ca3a88e764005af4b	Tabea Palmtag	female	University of Zurich	https://ror.org/02crff812	CH	Switzerland
2019	cc0029e73529be745ce3aae455a54245	Constantin Manuel Bosancianu	male	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
2019	1aac4c25e9df5fd9035b3bedb10673b1	Wahideh Achbari	unknown	University of Amsterdam	https://ror.org/04dkp9463	NL	Netherlands
2019	5e846b4c1aa9cec374b3b8bd76cfe140	Bertjan Doosje	male	University of Amsterdam	https://ror.org/04dkp9463	NL	Netherlands
2019	68dacd1a82f881b5ae1a4ebde1cd6661	Ahmed Ezzeldin Mohamed	male	Columbia University	https://ror.org/00hj8s172	US	United States
2019	fdd4a74956fcc213affb624d6f3f1910	Shane Reynolds	male	University of Limerick	https://ror.org/00a0n9e72	IE	Ireland
2019	acab507ac8a498e9254e7ced41e5c4a2	Daria Kazarinova	female	Peoples' Friendship University of Russia	https://ror.org/02dn9h927	RU	Russia
2019	8c8f98346b902e8bf882545004ac3ffd	Chiara Superti	female	Columbia University	https://ror.org/00hj8s172	US	United States
2019	afa55315cae4ac47a8df2c7e4a107155	Filippo Teoldi	male	Columbia University	https://ror.org/00hj8s172	US	United States
2019	62e2e1c13d00accdca892eced01d74c2	Hadas Aron	female	New York University	https://ror.org/0190ak572	US	United States
2019	38e726f77d8918890769621bf6e34c21	Pauline Jones	female	University of Michigan–Ann Arbor	https://ror.org/00jmfr291	US	United States
2019	782dbea3480f2c6f5f7bc44b8f44d8e5	Anil Menon	male	University of Michigan–Ann Arbor	https://ror.org/00jmfr291	US	United States
2019	f4c01f79ff6fe9fe24c4dcc586730f78	Fred Paxton	male	European University Institute	https://ror.org/0031wrj91	IT	Italy
2019	254b59a8364c4285a05a3bceb2d175c8	Mariano Torcal	male	Pompeu Fabra University	https://ror.org/04n0g0b29	ES	Spain
2019	ab7028b8b3c726d39ad7868480bf96cf	Josep Maria Comellas	male	Pompeu Fabra University	https://ror.org/04n0g0b29	ES	Spain
2019	a180b2147560e8c1ec6ecb6de1693ea9	Alexander Taaning Grundholm	male	Aarhus University	https://ror.org/01aj84f44	DK	Denmark
2019	2ab23fdbd4f9bae2a9814329e5a20704	Nasos Roussias	male	University of Sheffield	https://ror.org/05krs5044	GB	United Kingdom
2019	ac98513dc26d78c45dad44fc87b49234	Ruben Ruiz-Rufino	male	King's College London	https://ror.org/0220mzb33	GB	United Kingdom
2019	d8d2d3d30c6f24a978ce0fc1f03cf447	Yue Guan	female	University of Vienna	https://ror.org/03prydq77	AT	Austria
2019	fb0563800f19a8b914f6a14a1df91956	Christian Göbel	male	University of Vienna	https://ror.org/03prydq77	AT	Austria
2019	ee1696968504c005a09a087619a1d937	Roman-Gabriel Olar	unknown	Trinity College Dublin	https://ror.org/02tyrky19	IE	Ireland
2019	3618721fd16309714db1e6f1b7b34405	Macartan Humphreys	unknown	Social Science Research Center Berlin	https://ror.org/03k0z2z93	DE	Germany
2019	2b211b39d3c10b63df27424f8943d588	Gokhan Ciflikli	male	London School of Economics and Political Science	https://ror.org/0090zs177	GB	United Kingdom
2019	9e92706a5d2d1940cb7a6e2bac83fcbc	Thomas Chadefaux	male	Trinity College Dublin	https://ror.org/02tyrky19	IE	Ireland
2019	4b83f8e8137497e25b92dd8924440101	Michael Colaresi	male	University of Pittsburgh	https://ror.org/01an3r305	US	United States
2019	2f1c2928b59a83aff8474b1f3c3de5b0	Kevin Greene	male	University of Pittsburgh	https://ror.org/01an3r305	US	United States
2019	9df6c759d52a1ee166097baa51901430	Katerina Tkacova	female	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
2019	9978d228a4b260a16b19a06f7f3623a7	Annette Idler	female	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
2019	0d39f5de426fc225cdb232f584bde923	Jessica Sun	female	University of Michigan–Ann Arbor	https://ror.org/00jmfr291	US	United States
2019	d2707818e12738eaa89ca189615cf480	Scott Tyson	male	University of Rochester	https://ror.org/022kthw22	US	United States
2019	42f641a22af1e170dc91a3368a9ff751	Casey Crisman-Cox	male	Texas A&M University	https://ror.org/01f5ytq51	US	United States
2019	e047e4e5d4daab73bf0380c883852f40	Saurabh Pant	male	Institute for Advanced Study in Toulouse	https://ror.org/03fg2km54	FR	France
2019	71c7e8fcd3252947a587f852976fa9b6	Nikitas Konstantinidis	male	IE University	https://ror.org/02jjdwm75	ES	Spain
2019	8c982264b4d7fa3bd0946920729dbe34	Henry Pascoe	male	IE University	https://ror.org/02jjdwm75	ES	Spain
2019	3c4eae4d5bce4dc0650fea70ae4c9f57	Tatjana Stankovic	female	University of Oslo	https://ror.org/01xtthb56	NO	Norway
2019	e881195e1caa72871012e8fe73b106b4	Altaf Ali	male	University College London	https://ror.org/02jx3x895	GB	United Kingdom
2019	645759e95d8ae0e777520c9161197f6d	Nils Metternich	male	University College London	https://ror.org/02jx3x895	GB	United Kingdom
2019	b2be2bcdcb52e775064622481e972a67	Marianne Dahl	female	Peace Research Institute	https://ror.org/04dx54y73	NO	Norway
2019	6afff59bd432cf99c3f8aa5ad75295be	Håvard Nygård	male	Peace Research Institute	https://ror.org/04dx54y73	NO	Norway
2019	8e9f00b90e95a6e95695d960fd6bfaea	Ravi Bhavnani	male	Graduate Institute of International and Development Studies	https://ror.org/007ygn379	CH	Switzerland
2019	a70e808080d6dc2eba14f514d4359131	Kristin Bakke	female	University College London	https://ror.org/02jx3x895	GB	United Kingdom
2019	70f4bfc445f3e937b09f47c533503e9a	Sabine Carey	female	University of Mannheim	https://ror.org/031bsb921	DE	Germany
2019	68afc1738222a731f892b6552584c1fc	Christian Glaessel	male	University of Mannheim	https://ror.org/031bsb921	DE	Germany
2019	cfff56c5db2601c949216df030f43955	Belén González	female	University of Mannheim	https://ror.org/031bsb921	DE	Germany
2019	71f49f83901e640fa5d7799603c76f5e	Ivor Sokolic	male	London School of Economics and Political Science	https://ror.org/0090zs177	GB	United Kingdom
2019	f8a357aa719f5a55a04f8833484577a3	Denisa Kostovicova	female	London School of Economics and Political Science	https://ror.org/0090zs177	GB	United Kingdom
2019	3e135085bca34e086718a877b4303977	Tom Paskhalis	male	London School of Economics and Political Science	https://ror.org/0090zs177	GB	United Kingdom
2019	36aaae1b82524e512e711a5087bfed77	Krzysztof Krakowski	male	Collegio Carlo Alberto	https://ror.org/0397knh37	IT	Italy
2019	3417a3ed49b63cbd09d691ec59f5ddca	Mohammad Mohsin Hussain	male	University of Warwick	https://ror.org/01a77tt86	GB	United Kingdom
2019	e5bc556a4b2b4a273e0fa4bcbc47cd4f	Kerim Can Kavakli	male	Bocconi University	https://ror.org/05crjpb27	IT	Italy
2019	34ca22feeeae281ea473a3631f3bd2f4	Livia Schubiger	female	Duke University	https://ror.org/00py81415	US	United States
2019	6903608d2dfb62fde38f9031a4b7cad4	Peter John	male	King's College London	https://ror.org/0220mzb33	GB	United Kingdom
