year	i	full_name	first_name	family_name	affiliation	gender
2020	85ea6d5bc832a172e9187276b3181a80	Rob Johns	NA	NA	University of Essex, Colchester	NA
2020	78f30e9ab20cbd03a36dab795ded8c93	John Bartle	NA	NA	University of Essex, Colchester	NA
2020	3681a681f26bb77e9e5d7c5424c370eb	Laia Castro	NA	NA	University of Zurich, Zurich	NA
2020	761f115585ac7f5cf86057d337282cc5	Desiree Steppat	NA	NA	University of Zurich, Zurich	NA
2020	ea3788bad5b5dbb168760652ab323e1d	Frank Esser	NA	NA	University of Zurich, Zurich	NA
2020	83f6b38cc21761c253109e58b8747c06	Kimberly Gross	NA	NA	George Washington University, Washington DC	NA
2020	c02b3eda492700cc663518753f373837	Marina Costa Lobo	NA	NA	Instituto de Ciências Sociais, Universidade de Lisboa, Lisboa	NA
2020	a97261c84c92fdc2d81ef34b0c9363bc	Daphne Van der Pas	NA	NA	University of Amsterdam, Amsterdam	NA
2020	790ab3aa2ac58b068151b55659713a19	Loes Aaldering	NA	NA	University of Vienna, Vienna	NA
2020	7657e1ffeb69b387c3547bed2b3b6d89	Lucas Leemann	NA	NA	University of Zurich, Zurich	NA
2020	201416ceb1bf09aac728d9922aa653b7	Lukas Stoetzer	NA	NA	Humboldt University, Berlin	NA
2020	ecb545851d66ef86aa852b9eb071cd6c	Richard Traunmueller	NA	NA	Goethe-Universität Frankfurt, Frankfurt	NA
2020	80a395436ec91ab2209778cf39d2bc96	Filip Kostelka	NA	NA	University of Essex, Wivenhoe	NA
2020	db3e3babb38b319451f09f7ab2aea822	Nicolas Sauger	NA	NA	Sciences Po, Paris	NA
2020	360219aee20fd2c7c009be66b7367215	Eva Krejcova	NA	NA	University of Cambridge, Cambridge	NA
2020	2921f2588de10caeaa0e576e9012dc43	Alexander Wuttke	NA	NA	University of Mannheim, Mannheim	NA
2020	c9674d7fe7b05a9746a7c79052b64005	Lea Heyne	NA	NA	Instituto de Ciências Sociais, Universidade de Lisboa, Lisboa	NA
2020	235b833014bdc4cb0d83dc1e73daaf40	Chiara Binelli	NA	NA	University of Milano-Bicocca, Milan && Center for Research and Social Progress, Ponte dell'Olio	NA
2020	33713e94ed3d60f4d1b63562a7f6e335	Matthew Loveless	NA	NA	Univeristy of Bologna, Bologna && Center for Research and Social Progress, Ponte dell'Olio	NA
2020	ffbc6e987324a76db84bc10f955ff5e5	Brian Schaffner	NA	NA	Tufts University, Boston	NA
2020	5016d8004a7836d9147d3ad25fb36cd9	Stefanie Reher	NA	NA	University of Strathclyde, UK	NA
2020	bb4c77fa7adb8e421b8572cfdd5fa2f3	Sobhi Mohanty	NA	NA	Graduate Institute of International & Development Studies (IHEID), Geneva, Geneva	NA
2020	3bdae00e34fba6fa3444d7bf2b3329b2	Francesc Amat	NA	NA	Institutions and Political Economy Research Group - University of Barcelona, Barcelona	NA
2020	b047662d39b7103e68adfb6c84fb3204	Katerina Tertytchnaya	NA	NA	UCL, London	NA
2020	922bc11c1606394627f9a0e3658db878	Elias Dinas	NA	NA	European University Institute, Florence && University of Oxford, Oxford	NA
2020	b8a2dc427451847d45a1a0a3fe20bace	Marko Klasnja	NA	NA	Georgetown University, Washington DC	NA
2020	264a2ecb6fc49daee0f38aa4a0c6b8f5	James Hollyer	NA	NA	University of Minnesota, Minneapolis, MN	NA
2020	ab13a316693f07359629cd2e1bdf8a49	Rocio Titiunik	NA	NA	Princeton University, Princeton, NJ	NA
2020	ca6103b20ae00f80c1f64054f0c5bb2e	Monika Nalepa	NA	NA	The University of Chicago, Chicago	NA
2020	3610d93a2649180b6018d4263e8f12ca	Konstantin Sonin	NA	NA	The University of Chicago, Chicago	NA
2020	e8b444bc8481f6f85866931ac2edc809	Carlo Prato	NA	NA	Columbia University Department of Political Science, New York	NA
2020	35f9451e1eeae218ad5e8ffdb7f6b73f	Edoardo Grillo	NA	NA	Collegio Carlo Alberto, Torino	NA
2020	6e71a15b08fa7580dc97b9192689a8e1	Anja Neundorf	NA	NA	University of Glasgow, Glasgow	NA
2020	ab3165301dacbef0ba300d6e9f432496	Steven Finkel	NA	NA	University of Pittsburgh, Pittsburgh	NA
2020	a506c3a88fd4cee5222b1a436345e05c	Ericka Rascon Ramirez	NA	NA	University of Middelsex, London	NA
2020	61a28b435a6fd63575a19d621bc693ba	Milan Svolik	NA	NA	Yale University, New Haven	NA
2020	f8ba8ce76b45ba04985e83a133621dc7	Zachary Greene	NA	NA	University of Strathclyde, Glasgow	NA
2020	285ec9d11ced93a1c8415600b2917782	Maria Thürk	NA	NA	Humboldt University Berlin, Berlin	NA
2020	1e174e22bcd416c72187e915382c9bf8	Jun Goto	NA	NA	Kobe University, Kobe	NA
2020	050ac51cda2fdd012347d9d4fe276c88	Tomoko Matsumoto	NA	NA	Tokyo University of Science, Tokyo	NA
2020	ca15821557e4916e1a0e69f337045a44	Junichi Yamasaki	NA	NA	Kobe University, Kobe	NA
2020	a04b32083bc90dc8a9d03e0e9cbc73ef	Sara Hobolt	NA	NA	London School of Economics and Political Science, London	NA
2020	6225b712967926f254bed07eba824988	Moritz Osnabruegge	NA	NA	London School of Economics and Political Science, London	NA
2020	7b4fde47430a5438500d97c28c54e810	Toni Rodon	NA	NA	Universitat Pompeu Fabra, Barcelona	NA
2020	2e35b4e491a4632614b0e1d29b7b4bdc	Catherine E. De Vries	NA	NA	Bocconi University, Milan	NA
2020	d3cd241676a0887d23bd12f7b725082c	Sara B. Hobolt	NA	NA	London School of Economics and Political Science, London	NA
2020	1cc788d45d69cbc85fc29642268f0eb1	Mats Ahrenshop	NA	NA	Department of Politics and International Relations University of Oxford, Oxford	NA
2020	74e1f837ce75afb9f56e3590ca7d0ff2	Michael Becher	NA	NA	Institute for Advanced Study in Toulouse, Toulouse	NA
2020	56164ed9888c44b9491f9cf070966322	Sylvain Brouard	NA	NA	Science Po, Paris	NA
2020	05d759fcb5967b7b27d95aa5ba674556	Daniel Stegmueller	NA	NA	Duke University, Durham	NA
2020	fc295f1b1f21a88956b2fe21db6c19fc	Guido Tiemann	NA	NA	Institute for Advanced Studies, Vienna	NA
2020	7cb74881edf1c38e17c27d69b477c3a1	Brenda Van Coppenolle	NA	NA	University of Essex, Colchester	NA
2020	72edeec58031684ac387b68328b5036f	Carlos Velasco Rivera	NA	NA	IAST, Toulouse	NA
2020	3e0965143f52d25e28e6d86f3202863d	Luca Bellodi	NA	NA	University College London, London	NA
2020	c98e32bd1af2173ee9cca65b507f1dee	Felipe Santos	NA	NA	City, University of London, London, UK	NA
2020	8d93bdde19efb1ed051da50090a46561	Anastasia Ershova	NA	NA	Department of Government, London School of economics and Political Science, London	NA
2020	95fa8aa4cbc453ba1f3ba868a9040244	Miriam Sorace	NA	NA	LSE, London	NA
2020	ca4c9e8178034e681f84d9ab79a7744c	Philipp Lutz	NA	NA	University of Geneva, Geneva	NA
2020	ce3697f993a8620c5fbf032652f436ec	Lea Portmann	NA	NA	University of Lucerne, Lucerne	NA
2020	e6023a0854a829223665450f452030b3	Katharina Pfaff	NA	NA	WU Wien, Vienna	NA
2020	d3b908d33590f657e2391cdcb769f792	Christoph Dworschak	NA	NA	University of Essex, Wivenhoe	NA
2020	094f78cc69ce90d05334a8726e8389ba	Deniz Cil	NA	NA	University of Maryland, Washington DC	NA
2020	72b9ea282da6fade255e3394d412865f	Bradley Smith	NA	NA	Vanderbilt University, Nashville, TN	NA
2020	f71ecc5fa06c2b849fae5581fb6c4ce1	Hannah Smidt	NA	NA	University of Zurich, Zurich	NA
2020	3d1037385937c3ef94d3afb0b52a2adc	Andreas Beger	NA	NA	Predictive Heuristics., Tallinn	NA
2020	c123e0fc7cef77d99233de0664b02f0f	Marius Radean	NA	NA	University of Essex, Colchester	NA
2020	20d96cec664213796a9cf5152e5d76fb	Vicky Fouka	NA	NA	Stanford University, Stanford, USA	NA
2020	d7f72d25be03bbe50bd1a73852f68409	Raluca L. Pahontu	NA	NA	Nuffield College, University of Oxford, Oxford	NA
2020	c27763bb44c95a6a121dc8be7901b305	Gerda Hooijer	NA	NA	Princeton University, Princeton	NA
2020	e57f789287aa1e7dabf738b8ebc7c509	David Rueda	NA	NA	Nuffield College, University of Oxford, Oxford	NA
2020	6f163778a1c5a21361ba664592ef5531	Steven Wilkinson	NA	NA	Yale University, New Haven	NA
2020	1fc5181caeee67fa5996ada83fab4825	saumitra Jha	NA	NA	Yale University, New Haven	NA
2020	cb5fddca249b9e64413e5ff67cdc3f61	Carles Boix	NA	NA	Princeton University, Princeton	NA
2020	8ea13e0be73aa7ca72ce239c6427c71e	Aina Gallego	NA	NA	Institut Barcelona d'Estudis Internacionals, Barcelona	NA
2020	29a0c7da24315838744abdb705a635fe	Didac Queralt	NA	NA	Yale University, New Haven	NA
2020	6b49dfdfb1dcb39ef9f2a5b7e9d50891	Ana Tur-Prats	NA	NA	University of California, Merced, Merced	NA
2020	9e0cdb4a7f13caeeac4e616a128f3562	Isabela Mares	NA	NA	Yale University, New Haven	NA
2020	affe2a5d896fddff41437a1fdcc06a02	Ahmed Mohammed	NA	NA	Columbia University, New York	NA
2020	8969c7581afcd28fb54cff4c51e8150f	Sarah Wagner	NA	NA	University of Essex, UK	NA
2020	d56deb66cf7f692fd2efaf7646597253	Anke Tresch	NA	NA	University of Lausanne, Lausanne	NA
2020	418805f539b37407999931a5c7ce8ea9	Alessandro Nai	NA	NA	University of Amsterdam, Amsterdam	NA
2020	959d0c552c0960614a1f91a48119c8e7	Jürgen Maier	NA	NA	University of Koblenz-Landau, Landau	NA
2020	2d018ce28f8fcc4880aaaf7ffbdf1e30	Paul C. Bauer	NA	NA	Mannheim Centre for European Social Research University of Mannheim, Mannheim	NA
2020	4cc39cb59387f15abed8ef905d186f6f	Bernhard Clemm von Hohenberg	NA	NA	European University Institute, Florence	NA
2020	8c7f300b444683cd4ef5eec006f85935	Constantine Boussalis	NA	NA	Trinity College Dublin, Dublin	NA
2020	0a7a7dab7e4306595b52e316d921da1f	Travis Coan	NA	NA	University of Exeter & Exeter Q-Step Centre, Exeter	NA
2020	ebd6d7297e02ea5a1cf1986db15ca7b1	Mirya Holman	NA	NA	Tulane University, New Orleans	NA
2020	ab5beadd6592b6506e97830aa2b2627d	Stefan Müller	NA	NA	University of Zurich, Zurich && University College Dublin, Dublin	NA
2020	cc72c0078e0aba316064bccf9aa06aac	Fabrizio Gilardi	NA	NA	University of Zurich, Zurich	NA
2020	f8294647cdbc6ed01b0612892cec6715	Dermont Clau	NA	NA	University of Zurich, Zurich	NA
2020	62c6768ee9deb70c751e3b0a4378f1d5	Theresa Gessler	NA	NA	University of Zurich, Zurich	NA
2020	b8b13a3c92d06bcdaeb73e4be7941c6c	Kubli Maël	NA	NA	University of Zurich, Zurich	NA
2020	bb39c85c6b4a647c0a073298eae6c3cb	Simon Munzert	NA	NA	Hertie School, Berlin	NA
2020	d960d5e7c04184c5c3e113d0f421ceea	Richard Traunmüller	NA	NA	University of Mannheim, Mannheim	NA
2020	d9575e19ccc515793e37255c2856593b	Andrew Guess	NA	NA	Princeton University, Princeton	NA
2020	c710b18150eb332958255edba9a99951	Pablo Barbera	NA	NA	USC, Los Angeles	NA
2020	ded8bb4112594e90b7d5dd33fe44ec98	JungHwan Yang	NA	NA	UIUC, Urbana-Champaign	NA
2020	12a2a036cdda40f11ebb383cf14cb376	Francesca Jensenius	NA	NA	University of Oslo, OSLO	NA
2020	bc01230da6cba234b632ca2703f5aa20	Pavithra Suryanarayan	NA	NA	SAIS, Johns Hopkins University, Washington DC	NA
2020	57e6c0e546581ccf831d6c1ab37eaa91	Ignacio Lago	NA	NA	Universitat Pompeu Fabra, Barcelona	NA
2020	1a383be725d6a237015cf5b46f4ce26d	Manuel E. Lago	NA	NA	Universitat Pompeu Fabra, Barcelona	NA
2020	123e076c06e140a0616dffb6dba025c4	Jennifer Oser	NA	NA	Ben-Gurion University, Beer Sheva	NA
2020	ac64fe78446be50c405257f63d9cfdd4	Ruth Dassonneville	NA	NA	University of Montreal, Montreal	NA
2020	58f4d68b9c4e93e18f8b3002dca0a4f1	Marc Hooghe	NA	NA	Leuven University, Leuven	NA
2020	95376dc1bc2ab641c4ecf7f3c4a681b2	Lonna Atkeson	NA	NA	University of New Mexico, Albuquerque	NA
2020	3766be73681ff6b8c1bad7d4082cfabb	Wendy Hansen	NA	NA	University of New Mexico, Albuquerque	NA
2020	629f405cf3c1bd14f5bea5bffaf7cfbd	Katjana Gattermann	NA	NA	University of Amsterdam, Amsterdam	NA
2020	9efdddb4421c24cf0b27c9754a65878a	Sirianne Dahlum	NA	NA	PRIO, Oslo	NA
2020	944e16c211625fee978937f1d88f7e9a	Carl Henrik Knutsen	NA	NA	University of Oslo, Oslo	NA
2020	55b387487b5b86963a384a4025909f85	Valeriya Mechkova	NA	NA	University of Gothenburg, Gothenburg	NA
2020	3f39f9ff253214511ceadf0a469e7ce9	Chendi Wang	NA	NA	European University Institute, Florence	NA
2020	707c9ab1bc443bcabea316387e74c4e7	David Marshall	NA	NA	University of Reading, Reading	NA
2020	7925b78a376af97ca2f942566144a8e7	Elin Haugsgjerd Allern	NA	NA	University of Oslo, Oslo	NA
2020	7e9dcb9466cbd1da828fe5d9d532d1e9	Heike Klüver	NA	NA	Humboldt-Universität zu Berlin, Berlin	NA
2020	4e41be2beccb1c8bc27a18f0b662048d	Simon Otjes	NA	NA	University of Leiden, Leiden	NA
2020	ab1ad86269720513f32d475b84dfe4e5	Anne Rasmussen	NA	NA	University of Copenhagen, Copenhagen	NA
2020	8a6b32a6edc94a7ba420b41fca8770c5	Chris Witko	NA	NA	Pennsylvania State University, University Park	NA
2020	b359fc328dd5bc63005a6c603d04c288	Jens Wäckerle	NA	NA	Cologne Center for Comparative Politics, University of Cologne, Cologne	NA
2020	59c02ca8dfdeb53fee0c0b944de40b8e	Ellis Aizenberg	NA	NA	University of Amsterdam, Amsterdam	NA
2020	e9387e97d4dc5c2e417581e994186151	David M. Grundmanns	NA	NA	University of Mannheim, Mannheim	NA
2020	7af7a45ad37772ba34573cbc92073d6a	Janina Steinert	NA	NA	University of Oxford, Oxford	NA
2020	6035ac7fecd7021d0f971c986faa486a	Lennart Kaplan	NA	NA	German Development Institute, Bonn	NA
2020	01a9bb49764a59c99cff9a3b31dc8499	Jana Kuhnt	NA	NA	German Development Institute, Bonn	NA
2020	9be8ab6d91f65ffbc183a3e3c5bc483c	Michael Bailey	NA	NA	Georgetown University, Washington	NA
2020	16546081fc6f9839caae320fe11f2789	Eri Bertsou	NA	NA	University of Zurich, Zurich	NA
2020	2408e1ef7155e2e33741a7fc5d2348c2	Kamil Marcinkiewicz	NA	NA	University of Hamburg, Germany	NA
2020	6f4ee12800afe9f7b732242bd590d623	vincenzo galasso	NA	NA	Bocconi University, Milano	NA
2020	7c55cba56c082f6bf7e6570641677325	Salvatore Nunnari	NA	NA	Bocconi University, Milano	NA
2020	023dfd6bc93e001282c233d7d8adfe1c	Tommaso Nannicini	NA	NA	Bocconi University, Milano	NA
2020	06ac14fc93008e207cfe355ae8d1adc8	Kristoffer Ahlstrom-Vij	NA	NA	Birkbeck, University of London, London	NA
2020	82153ed7e12385ff6b922a3ebaac0b9d	William Allen	NA	NA	University of Oxford, Oxford	NA
2020	10e4b42e0e33d0d8867cde47e107b47f	Lawrence McKay	NA	NA	University of Manchester, Manchester	NA
2020	b2fefdd725e937afc52fb5b820617bdf	Alexandra Lawrence Scacco	NA	NA	WZB Berlin Social Science Center, Berlin, Germany	NA
2020	276028a0b18725395807d4fd3d1aa965	Mark Kayser	NA	NA	Hertie School Berlin's University of Governance Friedrichstrasse 180 10117 Berlin, Germany, Berlin	NA
2020	ccc021b837dcc322991ce69175979947	Jochen Rehmert	NA	NA	Hertie School Berlin's University of Governance Friedrichstrasse 180 10117 Berlin, Germany, Berlin	NA
2020	e2e20ad4e99ebf20ac878ac56efd2e3b	Petra Schleiter	NA	NA	University of Oxford, Department of Political Science and International Relations Manor Road, Oxford	NA
2020	33c2dd92e36df090b311fb2d010d05b7	Tom Paskhalis	NA	NA	New York University, New York	NA
2020	9bd2f76f9754d7d8a3b603d512b974b5	Tanushree Goyal	NA	NA	Nuffield College, University of Oxford, Oxford, Yale University, New Haven	NA
2020	42f1a05345df4fb71ccec5ca062e3d39	Adrienne LeBas	NA	NA	American University, Washington, DC	NA
2020	a90c1b8ff12db372d8c74074a6d4a319	Jessica Gottlieb	NA	NA	Texas A&M, College Station, TX	NA
2020	88350d704d613224db93458f6365cce8	Janica Magat	NA	NA	Texas A&M, College Station, TX	NA
2020	80a7b0f8763e18d001b2c32b10077360	Alexandra Cirone	NA	NA	Cornell University, Ithaca, USA	NA
2020	c4b1b01218a9308950b1d0f8db406861	Oda Nedregård	NA	NA	BI Norwegian Business School, Oslo	NA
2020	b9be1220e4e059550992eced41689adc	Jon Fiva	NA	NA	BI Norwegian Business School, Oslo	NA
2020	d41ec22acf2bd1dd7a82b92b3906655e	Henning Øien	NA	NA	Norwegian Institute for Public Health, Oslo	NA
2020	e28d67b0d2157c0515ea245b107ea4fc	Nikolaj Broberg	NA	NA	European University Institute, Florence	NA
2020	e547e401daeae64065e5df7add5a6494	Lars Ludolph	NA	NA	London School of Economics and Political Science, London	NA
2020	47ca565f55956ebc9e7eecd1e9b737bb	Merih Angin	NA	NA	Koç University, Istanbul	NA
2020	ccb869ab5f5ce2469302f3b8b6e9790e	Albana Shehaj	NA	NA	Harvard University, Cambridge	NA
2020	dbcf10071792567862e6ba0a3583e2f8	Adrian Shin	NA	NA	University of Colorado Boulder, Boulder	NA
2020	95f185eb11ff67725c74b83fd2b73a71	Alexander Kustov	NA	NA	Yale University, New Haven	NA
2020	d3c02d7deeb03e6e0f9e59eccec6cb0d	Giuliana Pardelli	NA	NA	NYU Abu Dhabi, Abu Dhabi	NA
2020	4828a254a4b784974271b6566d833a3d	Vera Eva Troeger	NA	NA	University of Hamburg, Germany	NA
2020	a1d9147ac8d7a3b5ec2b8f9ffdfe94d1	Alastair Smith	NA	NA	New York University, New York	NA
2020	89a17f7c267fcf4bb3dcf32cb7067a8f	Tobias Heinrich	NA	NA	University of South Carolina, Columbia	NA
2020	caa496457da5c7a8f8c0c03110b5e6c4	Kelsey Martin-Morales	NA	NA	University of South Carolina, Columbia	NA
2020	0e5ef50e2ae2b8413ce44fc5bb281ca8	Katelyn Stauffer	NA	NA	University of South Carolina, Columbia	NA
2020	8add1d8b8b1847f7c50ae67523f96d43	Yoshiharu Kobayashi	NA	NA	University of Leeds, Leeds	NA
2020	2da2a0eeb9d9d457c38ddda8500c70b5	Catherine Goodwin	NA	NA	University of South Carolina, Columbia	NA
2020	f282c3dfe585e3edfbc179210f37fc0b	Giulio Iacobelli	NA	NA	Paris School of Economics - Université Paris 1 Pantheon Sorbonne, PARIS	NA
2020	b8b5afb914e9be3c09403c48517249ff	Jonathan Polk	NA	NA	University of Gothenburg, Gothenburg, Sweden	NA
2020	5731911bec8e86d1d7209b0684dff4ac	Tiffany Barnes	NA	NA	University of Kentucky, Lexington	NA
2020	7ed44a39b0c79d7f92d6486aa0b71aea	Nathalie Giger	NA	NA	University of Geneva, Geneva	NA
2020	54d3de1fd44a90dbb87f09751ad6dfd3	Elisa Volpi	NA	NA	University of Geneva, Geneve	NA
2020	81ae046a169680f0c651a5bea4f31d2a	Davy-Kim Lascombes	NA	NA	University of Geneva, Geneve	NA
2020	a518abb8276b146d5b34b9946a1dc523	Michael Imre	NA	NA	Mannheim Centre for European Social Research, University of Mannheim, Mannheim	NA
2020	f1d619ecd1bf15209042fedeadd4726a	Alejandro Ecker	NA	NA	Mannheim Centre for European Social Research, University of Mannheim, Mannheim	NA
2020	150a3e2351c7d8c6a9f01e1bfd025376	Anna-Lena Nadler	NA	NA	University of Geneva, Geneva	NA
2020	02f5c501be06359e732703ed5ba62f66	Stefanie Bailer	NA	NA	University of Basel, Basel	NA
2020	39d4208e8730f697e4e7e738b37ac259	Tomas Turner-Zwinkels	NA	NA	University of Basel, Basel	NA
2020	dbfbe928c03644c442f4341fc8e49b16	Adrian Sutter	NA	NA	University of Basel, Basel	NA
2020	9752500d37c057dc9e7f2c90816d0c81	Asli Cansunar	NA	NA	Nuffield College, University of Oxford, Oxford	NA
2020	f2d981799a472b70dd52516f818c8d84	Pablo Beramendi	NA	NA	Duke University, Durham	NA
2020	b38ac890f170655e34d6c9e15fc42e9b	Raymond Duch	NA	NA	Nuffield College, University of Oxford, Oxford	NA
2020	45021ed11ad8ab2427c87485eff0dc87	Dalston Ward	NA	NA	ETH Zurich, Zurich	NA
2020	706654cc0f71232e9c30c8a21b762631	Joëlle Pianzola	NA	NA	ETH Zurich, Zurich	NA
2020	edc93df2bac0ccc7554eb7764de0c80d	Dominik Hangartner	NA	NA	ETH Zurich, Zurich && London School of Economics and Political Science, London	NA
2020	65b0ae1b7bd93ae3c0d8123be0713d09	Masataka Harada	NA	NA	Fukuoka University, Fukuoka	NA
2020	fbe37e344b6e8749dab45b994d030a2e	Gaku Ito	NA	NA	Hiroshima University, Hiroshima	NA
2020	cfe9e2c2ed55596a4dc88fbaa3118369	Daniel Smith	NA	NA	Harvard University, Cambridge	NA
2020	4b05f6515122ce0868f9f4f65f35f809	Gregory Sasso	NA	NA	Bocconi University, Milano	NA
2020	850168444aebd18104d4e9be20c8637e	Ian Turner	NA	NA	Yale University, New Haven	NA
2020	d3c2ae36515ce2d7a098bf895ff564a8	Chris Li	NA	NA	Florida State University, Tallahassee	NA
2020	c9d80f3909fabf298b8d077187c1d859	Laura Michelle Saavedra-Lux	NA	NA	University of Essex, UK	NA
2020	f244be2b8a03f1f0a3061820e3854552	Anita Gohdes	NA	NA	Hertie School, Berlin	NA
2020	b414c0841ae84529a89855b1555d7a91	Zachary Steinert-Threlkeld	NA	NA	University of California, Los Angeles, Los Angeles	NA
2020	14fbdff2607c74ca47aaeddd5985aa62	Daniela Donno	NA	NA	University of Cyprus, Nicosia	NA
2020	47ce269629b6794b9125e7872e0a2ce0	Sara Fox	NA	NA	University of Pittsburgh, Pittsburgh	NA
2020	f4a3b152642b059794c1a1304e3202e5	Joshua Kaasik	NA	NA	University of Pittsburgh, Pittsburgh	NA
2020	b2fea9a6c7e84c03c9fa098c35ca4167	Hyeran Jo	NA	NA	Texas A&M University (USA), College Station	NA
2020	b45810577e37ee337f50473663abcbcc	Brian Phillips	NA	NA	University of Essex, Colchester	NA
2020	eb047508cf8a0a9d494751a80d744a69	Joshua Alley	NA	NA	Texas A&M University (USA), College Station	NA
2020	a10534866a76b085dec92b1604e26ff7	James Walsh	NA	NA	University of North Carolina at Charlotte, Charlotte	NA
2020	4e6525b5b2559cbd27ded00852e80c92	Ted Ellsworth	NA	NA	University of Maryland, College Park	NA
2020	7f196d9b8018e17b3a582b8981ac4f50	Jonathan Hall	NA	NA	Uppsala University, Uppsala	NA
2020	09c96c47fcacb9be41e23437030fbbd3	Ursula Daxecker	NA	NA	University of Amsterdam, AMSTERDAM	NA
2020	68814b229c0aa0db6e29d12b813e009e	Hanne Fjelde	NA	NA	University of Uppsala, Uppsala	NA
2020	6dd1e9077d9fd49caa6551cc76123a53	Moritz Marbach	NA	NA	Texas A&M University, College Station, USA	NA
2020	6e4d59dc143007281113daa48c9c89e1	Federica Izzo	NA	NA	University of California San Diego, San Diego	NA
2020	82b25b5d26549736c31388060509a1be	Janne Tukiainen	NA	NA	University of Turku, Turku && VATT Institute for Economic Research, Helsinki	NA
2020	d46c6f14f176ce689c66cef75be58c2d	Miguel Pereira	NA	NA	Washington University in Saint Louis, Saint Louis	NA
2020	723b7a835552eca143eee4059c92f0cf	Katharina Lawall	NA	NA	London School of Economics, London	NA
2020	09dda110ed6397257744ccaf5ca374a1	Denis Stukal	NA	NA	University of Sydney, Sydney	NA
2020	ab1ad7cd167fb66f30f40f546998f25c	Zhanna Terechshenko	NA	NA	New York University, New York	NA
2020	b34a32c816eafd6e8baa647d7628e599	Angela Lai	NA	NA	New York University, New York	NA
2020	20922c902870ab287add6b1d12350540	Joshua Tucker	NA	NA	New York University, New York	NA
2020	01c7476045feaa44c8639ac4206d65a4	Richard Bonneau	NA	NA	New York University, New York	NA
2020	5507264b23b2c6ff97ca548985dd5b15	Stephane Wolton	NA	NA	LSE, London	NA
2020	123d4e6e442ae7058f98e989b00b92dc	Torun Dewan	NA	NA	LSE, London	NA
2020	c3aa511fb8a69b64725557a32f507a67	Annika Fredén	NA	NA	Karlstad University, Karlstad, Sweden	NA
2020	28e3e6890379df97685f0856ac90837a	Lisanne Wichgers	NA	NA	ASCoR, University of Amsterdam, Amsterdam	NA
2020	fc022ba4077d7762b99e03bef0c57fe2	Laura Jacobs	NA	NA	ASCoR, University of Amsterdam, Amsterdam	NA
2020	f41bb7f1c484c282856a98232ebcf107	Joost van Spanje	NA	NA	ASCoR, University of Amsterdam, Amsterdam	NA
2020	cb8b57f31ed9f7d5e2c6266ebc2d7908	Mark Shephard	NA	NA	University of Strathclyde, Glasgow	NA
